STIX ID,Type,Mitigation Name,Description,Short Description,Created,Modified,spec_version,x_mitre_is_subtechnique,x_mitre_parent_ref,x_mitre_aliases,External References,External ID,URL
course-of-action--57eac89e-0d11-4da0-913a-5d9a372a0fe2,course-of-action,Third-Party Risk Management,"Third-Party Risk Management is an organizational and procedural control that safeguards financial institutions against money laundering and terrorism financing (ML/TF) vulnerabilities introduced by external vendors, service providers, or other partners. Its primary AML/CFT purpose is to ensure that any third party’s activities, products, or systems meet the institution’s compliance standards, thereby preventing criminal exploitation and maintaining oversight of outsourced operations. In practice, FIs implement ongoing due diligence at the onboarding stage—reviewing the third party’s AML track record, compliance practices, and financial stability—and extend these controls through periodic reviews, audits, and established governance procedures. This helps detect hidden ownership, mitigate risks from large or unexplained third-party transactions, and guarantee an effective response if suspicious behavior arises. By clearly outlining roles, responsibilities, and reporting obligations through service-level agreements and continuous monitoring, Third-Party Risk Management supports a robust control environment and protects the institution’s AML/CFT integrity throughout the vendor lifecycle.","Third-Party Risk Management involves conducting comprehensive risk assessments, due diligence, and contractual AML clauses to ensure that external vendors and partners meet regulatory standards. By continuously monitoring these relationships and performing periodic audits, financial institutions can prevent undue financial crime vulnerabilities.",2025-04-08T07:48:43.601001+00:00,2025-04-08T07:48:43.601001+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0006"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0006""
  }
]",M0006,https://framework.amltrix.com/mitigations/M0006
course-of-action--9454586a-a25f-4dbc-aee0-b1776d4dd3e4,course-of-action,Cash Transaction Reporting (CTR),"Cash Transaction Reporting (CTR) is a procedural AML control that obliges financial institutions (FIs) to identify and report large or threshold-based cash transactions to relevant authorities. By requiring timely disclosures of significant in-branch or electronic cash movements, CTR creates a reliable audit trail and strengthens FIs’ ability to detect and disrupt criminal strategies involving bulk cash, structuring, or rapid layering. Within an FI’s operating environment, staff or automated systems track cash inflows and outflows, flag those above the set reporting threshold, and then submit CTRs. This process improves transparency, helps investigators map illicit fund flows, and deters criminals by making it more difficult to conceal high-value or repetitive cash activity.","Cash Transaction Reporting (CTR) mandates that financial institutions document and disclose large or threshold-based cash transactions to authorities, providing an audit trail that helps identify and investigate suspicious cash flows. This systematic reporting strengthens AML defenses by ensuring heightened visibility and accountability for high-value cash movements.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0007"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0007""
  }
]",M0007,https://framework.amltrix.com/mitigations/M0007
course-of-action--c6535116-a34f-4ec6-98cd-008db52107f3,course-of-action,Transaction Escrow Management,"Transaction Escrow Management is a procedural measure whereby funds are temporarily held in a dedicated escrow account until specified conditions, including compliance checks and due diligence, are satisfied. By delaying the release of high-risk or large-value transactions, this control ensures thorough verification of customer identities, sources of funds, and supporting documentation prior to final settlement. Through this mechanism, financial institutions interrupt potential money laundering or unauthorized financing activities, reinforce transparency and oversight of transaction flows, and bolster overall AML/CFT defenses by preventing the immediate and unrestricted movement of funds.","Transaction Escrow Management involves holding funds in escrow accounts during high-risk transactions until all parties and compliance checks have been satisfied. This ensures added oversight, helping mitigate fraudulent or suspicious activity by preventing direct fund movement until conditions are met.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0020"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0020""
  }
]",M0020,https://framework.amltrix.com/mitigations/M0020
course-of-action--a482c38d-45c2-4f94-bbe5-511d496801fd,course-of-action,Access Authentication & Monitoring,"A combined procedural and technological measure that employs multi-factor authentication to robustly verify user identity and continuously supervises real-time access to financial institution systems. By incorporating two or more independent authentication factors (for example, passwords plus device-based or biometric credentials), it ensures strong identity verification and reduces the risk of unauthorized access. Concurrently, it monitors user sessions to identify suspicious usage patterns or privilege misuse, providing early warning of potential insider threats or external breaches. This measure underpins AML/CFT defenses by safeguarding critical investigative data and maintaining the integrity of monitoring processes. In practice, it enhances security culture, ensures adherence to regulatory obligations, and helps thwart the misuse of internal platforms for money laundering or terrorist financing.","Implement multi-factor authentication and real-time access monitoring to proactively detect and prevent unauthorized use, insider threats, and fraud, thereby enhancing AML/CFT compliance. This approach strengthens identity verification protocols and provides continuous oversight of user actions within financial systems.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0008"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0008""
  }
]",M0008,https://framework.amltrix.com/mitigations/M0008
course-of-action--2fd3141b-e7df-4ca6-a56b-2f688c33e297,course-of-action,Internal Policies and Procedures,"This procedural and organizational measure creates a structured AML governance framework within financial institutions by clarifying accountability, establishing robust reporting lines, and embedding risk-based controls across all operational areas. It includes measures like segregation of duties, ethical conduct standards, specialized oversight for digital assets, dual authorization for high-risk transactions, and regular policy updates to adapt to evolving regulations. By promoting transparency, consistency, and timely identification of suspicious activities, these internal policies and procedures enhance the institution’s ability to prevent, detect, and escalate money laundering threats, thus strengthening its overall AML defensive posture.","Financial institutions implement robust governance frameworks, clear accountability structures, and risk-based controls to systematically identify, mitigate, and respond to potential money laundering activities. By embedding segregation of duties, dual authorization for high-risk transactions, and periodic updates aligned with evolving regulations, these internal policies and procedures strengthen AML compliance and fraud prevention across traditional and emerging areas like digital assets.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0009"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0009""
  }
]",M0009,https://framework.amltrix.com/mitigations/M0009
course-of-action--9d028817-359d-4ce7-802f-72fe549aa65e,course-of-action,Do Not Mitigate,"This classification applies when introducing additional AML/CFT measures could unintentionally increase illicit misuse risks or hinder legitimate transactions beyond the expected benefits. In such scenarios, financial institutions refrain from implementing new controls and instead rely on risk-based approaches to preserve financial inclusion and operational efficiency. By choosing not to introduce further measures, FIs avoid inadvertently pushing illicit activity into unregulated channels or placing undue burdens on low-risk clients. However, they must still ensure existing regulatory obligations are met, regularly assess changing risks, and confirm that the decision not to mitigate aligns with broader compliance and business objectives.","In scenarios where standard AML/CFT controls could inadvertently elevate risk, limit legitimate access to financial services, or create operational inefficiencies, direct tactical mitigation should be avoided. Instead, organizations should evaluate alternative risk-based solutions to prevent driving illicit activity underground while safeguarding lawful transactions.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0010"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0010""
  }
]",M0010,https://framework.amltrix.com/mitigations/M0010
course-of-action--815ef8ba-f500-438c-a63b-a746e91fad5c,course-of-action,Designation of Nominated Officer,"This is an organizational measure requiring the formal appointment of a dedicated AML/CFT officer (commonly referred to as an MLRO or BSA Officer). By consolidating oversight under one officially accountable individual, the institution enhances governance of AML/CFT policies, fosters consistent policy implementation, and streamlines suspicious activity reporting. The designated officer serves as a central liaison with regulators, coordinates response to emerging risks, and ensures that suspicious transactions are identified, escalated, and reported promptly. This strengthens the institution’s overall capacity to detect and prevent money laundering by establishing clear leadership and accountability for AML/CFT program performance.","A formal AML/CFT officer (MLRO/BSA Officer) is appointed to develop and oversee AML policies, coordinate suspicious activity reporting, and liaise with regulators, promoting centralized oversight and strengthened governance for effective program implementation.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0012"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0012""
  }
]",M0012,https://framework.amltrix.com/mitigations/M0012
course-of-action--be067d5a-ba05-450c-a6c3-40917d081d2c,course-of-action,Staff AML Training & Awareness,"Staff AML Training & Awareness is an organizational measure that equips employees with relevant AML/CFT knowledge, practical skills, and regulatory guidance. By regularly training frontline and compliance personnel on identifying and escalating red flags, verifying customer information, and understanding regulatory obligations, this mitigation helps detect, prevent, and respond to money laundering or terrorist financing. Through standardized training programs, staff maintain vigilance, apply consistent customer due diligence, and promptly report suspicious activities. This measure strengthens the institution’s overall AML/CFT framework by ensuring employees possess the essential knowledge and skills to identify and mitigate financial crime risks in day-to-day operations.","Implementing ongoing AML training ensures employees recognize regulatory requirements and red flags, maintain proper customer verification procedures, and swiftly escalate suspicious activities, thereby fortifying the institution’s AML/CFT controls.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0013"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0013""
  }
]",M0013,https://framework.amltrix.com/mitigations/M0013
course-of-action--eaa4b669-0e4e-41e7-b648-47466f144045,course-of-action,Employee Background Screening,"Employee background screening is a procedural measure requiring systematic checks of new hires and relevant existing staff (including identity, criminal, regulatory, and professional records) to identify any links to illicit or unethical behavior. By preventing the employment or retention of personnel who may facilitate money laundering or terrorist financing, it reduces insider threats such as collusion, fraud, or unauthorized use of sensitive information. Within financial institutions, this control ensures that individuals entrusted with transactional oversight, customer due diligence, or compliance responsibilities meet integrity standards. Regularly updating screening processes and escalating adverse findings further strengthens AML/CFT governance by limiting opportunities for staff exploitation in laundering or terrorist financing schemes.","Thoroughly verify staff credentials, criminal histories, and any prior misconduct to ensure only qualified, trustworthy individuals are employed. This proactive measure bolsters AML compliance by mitigating insider threats, reducing the risk of collusion, and safeguarding the institution’s integrity.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0014"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0014""
  }
]",M0014,https://framework.amltrix.com/mitigations/M0014
course-of-action--27a199c6-ccdf-45a4-b804-638cc25ef54c,course-of-action,Independent Audit and Testing,"Independent audit and testing is an organizational measure that periodically and objectively evaluates a financial institution’s AML/CFT framework to ensure its effectiveness, consistency with risk-based policies, and compliance with regulatory requirements. By assigning this task either to an internal team independent from daily compliance operations or to qualified external auditors, institutions identify control gaps, verify the thorough application of policies and procedures, and confirm the adequacy of transaction monitoring and staff training. Through unbiased assessments and clear reports to senior management and boards, this measure improves governance, drives prompt remediation of weaknesses, and reinforces a culture of compliance, ultimately preserving the institution’s integrity in combatting money laundering and terrorist financing.","Independent audits and testing ensure AML/CFT controls and processes receive regular, unbiased reviews focused on higher-risk areas, identifying control gaps and verifying compliance with regulatory standards. By validating risk-management practices and governance structures, these audits bolster the overall effectiveness and integrity of an institution’s AML program.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0019"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0019""
  }
]",M0019,https://framework.amltrix.com/mitigations/M0019
course-of-action--60f86285-7ba6-45e1-a590-7878ceab00ca,course-of-action,Information Sharing and Collaboration,"Information Sharing and Collaboration is a coordinated procedural and organizational measure enabling financial institutions to exchange financial crime intelligence within lawful parameters, both among themselves and with relevant public authorities (e.g., regulators, law enforcement). Its primary AML/CFT purpose is to enhance detection, disruption, and prevention of illicit financial flows by pooling insights on typologies, red flags, and risk patterns. Mechanistically, it promotes stronger due diligence, better transaction monitoring, and more targeted investigations by creating a holistic view of customer and transactional information across multiple institutions. For FIs, this typically takes form in structured public–private partnerships or industry-led consortia, in which data-sharing frameworks and confidentiality safeguards are established to comply with data protection and other regulatory requirements. In practice, it supports faster identification of high-risk relationships, more timely suspicious transaction reporting, and overall improvements in the institution’s AML/CFT posture through aligned and up-to-date risk assessment practices.","Information Sharing and Collaboration involves securely and lawfully exchanging financial crime intelligence among financial institutions, regulators, and permissible law enforcement agencies under data protection and confidentiality guidelines. By leveraging public-private partnerships and sharing typologies, it strengthens the detection and disruption of money laundering and terrorism financing threats.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0022"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0022""
  }
]",M0022,https://framework.amltrix.com/mitigations/M0022
course-of-action--1156319b-0452-43c3-9154-d86e46fd8f62,course-of-action,Data Protection and Security Controls,"Data Protection and Security Controls are technological and procedural measures designed to protect the confidentiality, integrity, and availability of AML-critical data. By encrypting sensitive information, enforcing strict access controls, securing storage solutions, and conducting periodic security audits, financial institutions ensure only authorized personnel can handle or modify AML data. This safeguards critical information from breaches, tampering, or unauthorized disclosure, thereby supporting accurate transaction monitoring, due diligence, and investigations. Through these controls, institutions maintain data reliability, strengthen AML/CFT efforts, and uphold compliance obligations, reducing opportunities for criminals to exploit compromised or manipulated information.","Data Protection and Security Controls establish a robust framework of technical and procedural safeguards—such as data encryption, secure access measures, and periodic audits—to maintain the confidentiality, integrity, and availability of critical AML data and protect sensitive customer information. These measures minimize the risk of breaches, ensuring continuous security and compliance in AML operations.",2025-04-08T07:48:43.601643+00:00,2025-04-08T07:48:43.601643+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0027"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0027""
  }
]",M0027,https://framework.amltrix.com/mitigations/M0027
course-of-action--f4b9e7fa-586c-4e06-98db-a87c6b3f6d32,course-of-action,OSINT & External Source Verification,"OSINT & External Source Verification is a procedural and investigative measure enabling financial institutions to use publicly accessible information—such as government registers, news outlets, external databases, and social media—to validate the identities, business activities, and beneficial ownership of customers. By systematically cross-referencing internal records with external sources throughout onboarding and ongoing monitoring, institutions can detect discrepancies, hidden ownership tiers, adverse media, and suspicious patterns more rapidly. This enhances due diligence, improves the accuracy of risk assessments, and bolsters investigations, ultimately reducing the possibility of criminal entities exploiting financial services for money laundering or terrorist financing.","This measure involves leveraging publicly accessible data and independent source validation to verify identities, uncover hidden ownership structures, and detect suspicious behavior. By continuously monitoring transactions and client profiles throughout the banking relationship, institutions strengthen detection and investigation of potential illicit activities.",2025-04-08T07:48:43.602295+00:00,2025-04-08T07:48:43.602295+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""M0021"",
    ""url"": ""https://framework.amltrix.com/mitigations/M0021""
  }
]",M0021,https://framework.amltrix.com/mitigations/M0021
