STIX ID,Type,Actor Name,Description,Short Description,Created,Modified,spec_version,x_mitre_is_subtechnique,x_mitre_parent_ref,x_mitre_aliases,External References,External ID,URL
x-amltrix-actor--fe0632d6-cee8-4577-a1e2-279fe40e65c4,x-amltrix-actor,Gambler,"An individual who participates in wagering or betting at casinos, betting shops, or online gambling platforms.","A Gambler engages in wagering activities through various channels (e.g., casinos, betting shops, online platforms), potentially providing opportunities to layer or mingle illicit funds. As a result, this actor presents AML/CFT vulnerabilities that necessitate stringent monitoring, robust KYC procedures, and targeted transaction oversight to mitigate money laundering and terrorist financing risks.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0038"",
    ""url"": ""https://framework.amltrix.com/actors/AT0038""
  }
]",AT0038,https://framework.amltrix.com/actors/AT0038
x-amltrix-actor--3cb307f3-9372-468e-8842-34a79662ebcb,x-amltrix-actor,Cryptocurrency Exchange,"A business or platform that facilitates the buying, selling, or exchanging of cryptocurrencies and other digital assets, providing user accounts, order books, and digital wallet services.","A cryptocurrency exchange serves as a critical gateway for digital asset transactions, offering trading, custody, and liquidity services. Due to the inherent pseudonymity of many cryptocurrencies, these platforms pose elevated AML/CFT risks if robust KYC/AML controls and transaction monitoring are not effectively implemented.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0039"",
    ""url"": ""https://framework.amltrix.com/actors/AT0039""
  }
]",AT0039,https://framework.amltrix.com/actors/AT0039
x-amltrix-actor--b86ed4a3-56cd-44bd-b661-9b1be2e2a695,x-amltrix-actor,Broker,"An individual or entity that acts as an intermediary between buyers and sellers of financial instruments or currencies. Brokers may be licensed professionals or firms facilitating trades on behalf of retail or institutional clients. They may also provide investment advice, portfolio management, order execution, record-keeping, or negotiation services, often specializing in areas such as stocks, bonds, money markets, or other financial assets.","Brokers serve as intermediaries connecting buyers and sellers of financial instruments, often holding licenses and providing services such as trade execution, investment advice, and record-keeping. Their multifaceted role makes them a potential conduit for money laundering and terrorist financing, necessitating strong oversight and compliance measures to mitigate AML/CFT risks.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0041"",
    ""url"": ""https://framework.amltrix.com/actors/AT0041""
  }
]",AT0041,https://framework.amltrix.com/actors/AT0041
x-amltrix-actor--18670527-5553-4d3d-bb16-52b813d0ebcb,x-amltrix-actor,Import-Export Company,"A business entity engaged in cross-border trade, facilitating the movement of goods between countries. Such companies typically manage shipping logistics, customs documentation, and financial settlements associated with international commerce. They may also offer personal shopping or package forwarding services for foreign markets.","Import-export companies facilitate cross-border trade, managing critical shipping logistics, customs compliance, and financial settlements, thereby presenting heightened exposure to trade-based money laundering and other illicit finance risks. Their role in moving goods and funds across jurisdictions makes them potential channels for layering and obfuscating illicit proceeds.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0043"",
    ""url"": ""https://framework.amltrix.com/actors/AT0043""
  }
]",AT0043,https://framework.amltrix.com/actors/AT0043
x-amltrix-actor--21b8b05c-1c11-41b7-bf4f-c983624dc3ba,x-amltrix-actor,Peer-to-Peer Platform Operator,"Entities that operate platforms enabling direct transactions or exchanges between individuals, typically allowing users to transfer funds, goods, or services without relying on a centralized intermediary. These operators may offer marketplaces or payment functionalities for participants to engage in peer-to-peer transactions.","Peer-to-Peer Platform Operators administer decentralized platforms that facilitate direct transactions or exchanges between individuals, bypassing traditional financial intermediaries. Their limited oversight and potential anonymity features heighten vulnerabilities to money laundering and terrorist financing abuse, underscoring the need for robust AML/CFT controls.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0044"",
    ""url"": ""https://framework.amltrix.com/actors/AT0044""
  }
]",AT0044,https://framework.amltrix.com/actors/AT0044
x-amltrix-actor--8959f44a-7b0b-4dad-8b3b-69c683731222,x-amltrix-actor,Customer,"An individual or entity that maintains an account or relationship with a financial institution or specialized service provider, utilizing various financial products or services such as deposits, withdrawals, loans, or investments. Customers may include private individuals, companies, or other organizations from diverse backgrounds.","Customers are individuals or entities that maintain financial relationships involving transactions, deposits, loans, or investments. They represent a central focus in adversarial threat modelling for AML/CFT, as insufficient due diligence and ongoing monitoring of customer accounts can create vulnerabilities for money laundering and terrorist financing.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0046"",
    ""url"": ""https://framework.amltrix.com/actors/AT0046""
  }
]",AT0046,https://framework.amltrix.com/actors/AT0046
x-amltrix-actor--b4d69df6-0d56-425e-a388-08ac832ffa69,x-amltrix-actor,Professional Money Launderer,"An individual, group, or network that provides specialized services to transfer or conceal funds on behalf of third parties, often employing complex financial or corporate structures across multiple jurisdictions to obscure the origin or ownership of assets.","A professional money launderer is a specialized facilitator who strategically employs complex financial or corporate arrangements across multiple jurisdictions to obscure asset origins and ownership, thereby enabling illicit actors to evade AML/CFT controls. They represent a critical node in adversarial threat landscapes, utilizing advanced layering techniques to thwart detection and maintain anonymity.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0047"",
    ""url"": ""https://framework.amltrix.com/actors/AT0047""
  }
]",AT0047,https://framework.amltrix.com/actors/AT0047
x-amltrix-actor--12a76ff7-f465-4fb4-aad6-929d6c34b8a9,x-amltrix-actor,Financial Intermediary,"An entity that facilitates the flow of funds or securities within the financial system, connecting banks, investment firms, or other participants.","A financial intermediary is a pivotal conduit through which capital flows between banks, investment firms, or other participants, making it an attractive target for adversarial exploitation. As such, it requires robust AML/CFT measures to mitigate the heightened risk of money laundering and terrorist financing activities.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0001"",
    ""url"": ""https://framework.amltrix.com/actors/AT0001""
  }
]",AT0001,https://framework.amltrix.com/actors/AT0001
x-amltrix-actor--fb25a081-b865-468f-837c-cc4690b0dadf,x-amltrix-actor,Trader,"An individual or entity that buys and sells personal or institutional financial instruments, assets, or digital currencies—such as stocks, bonds, derivatives, commodities, or cryptocurrencies—primarily for investment or speculation. Traders often use brokerage services or virtual asset exchanges and maintain accounts with financial institutions to execute and settle their trades. They may operate in either regulated or unregulated markets.","Traders engage in buying and selling diverse financial instruments or digital assets—often across regulated and unregulated markets—thereby creating vulnerabilities for obscuring beneficial ownership and illicit fund flows. Their use of multiple brokerage or exchange services can enable complex layering and rapid transfers, elevating money laundering and terrorist financing risks.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0003"",
    ""url"": ""https://framework.amltrix.com/actors/AT0003""
  }
]",AT0003,https://framework.amltrix.com/actors/AT0003
x-amltrix-actor--9f09e5f1-4537-4182-9596-a50eed653d16,x-amltrix-actor,Settlor,"An individual or entity that creates a trust by transferring assets to a trustee for the benefit of designated beneficiaries. The settlor defines the trust’s terms and objectives, typically recorded in a trust deed.","The Settlor, as the originator of a trust’s assets and defining its objectives, occupies a pivotal position in adversarial threat modeling and AML/CFT risk management, necessitating enhanced customer due diligence to prevent misuse of the trust structure for illicit financial flows.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0004"",
    ""url"": ""https://framework.amltrix.com/actors/AT0004""
  }
]",AT0004,https://framework.amltrix.com/actors/AT0004
x-amltrix-actor--4be096ec-3135-420e-b134-f7bb2f4ba722,x-amltrix-actor,Sports Professional,"An individual engaged in professional sports or in athlete representation, involved in negotiations, endorsements, and various financial arrangements.","Sports professionals manage high-value, often cross-border financial flows arising from salaries, endorsements, and representation contracts, creating heightened AML/CFT exposure and potential conduits for illicit funds. Their public profile and complex financial arrangements also make them attractive targets for money laundering schemes and other adversarial infiltration efforts.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0048"",
    ""url"": ""https://framework.amltrix.com/actors/AT0048""
  }
]",AT0048,https://framework.amltrix.com/actors/AT0048
x-amltrix-actor--003a6596-d27c-43fd-a692-4c99e87fe9b1,x-amltrix-actor,Human Trafficker,"Individuals or groups engaged in the illegal recruitment, transportation, or exploitation of persons for forced labor or sexual exploitation, generating illicit proceeds.","Human traffickers illegally recruit, transport, and exploit individuals for forced labor or sexual exploitation, generating illicit proceeds that are funneled through sophisticated laundering schemes. Their activities pose heightened AML/CFT threats by obscuring transaction flows and necessitating robust detection, reporting, and monitoring frameworks.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0005"",
    ""url"": ""https://framework.amltrix.com/actors/AT0005""
  }
]",AT0005,https://framework.amltrix.com/actors/AT0005
x-amltrix-actor--c1d7b6de-d0a0-4498-b4f4-b463d7ba8706,x-amltrix-actor,Financial Institution Employee,"An individual employed by a bank, credit union, or other regulated financial institution to perform or oversee financial services such as account management, transaction processing, client onboarding, or compliance functions. Roles may range from frontline tellers to back-office analysts and managers.","Financial Institution Employees serve as frontline and back-office personnel who implement and oversee critical AML/CFT controls, ensuring proper client onboarding, transaction monitoring, and compliance measures. However, lapses in oversight or collusion by these employees can create vulnerabilities that adversaries exploit for money laundering or terrorist financing activities.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0006"",
    ""url"": ""https://framework.amltrix.com/actors/AT0006""
  }
]",AT0006,https://framework.amltrix.com/actors/AT0006
x-amltrix-actor--fd0c93f6-2ff5-46fa-a74f-a4bf8ca9034d,x-amltrix-actor,Virtual Asset Service Provider Employee,"An individual employed by or operating a virtual asset service provider, often responsible for account management, transaction facilitation, customer support, or compliance-related duties.","Virtual Asset Service Provider employees oversee critical elements of account management, transaction handling, and compliance controls, making them both essential gatekeepers against money laundering and terrorist financing risk and potential insider threats if their access is misused. Their activities and decisions directly influence the effectiveness of AML/CFT measures by shaping customer interactions, transaction monitoring, and the execution of compliance protocols.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0009"",
    ""url"": ""https://framework.amltrix.com/actors/AT0009""
  }
]",AT0009,https://framework.amltrix.com/actors/AT0009
x-amltrix-actor--f4b9f23f-d3e1-42b8-9369-29448930551f,x-amltrix-actor,Family Members and Close Associates,"Individuals with personal or business relationships to another person or organization who may hold or manage accounts, jointly own assets, or otherwise assist with financial activities.","Family members and close associates are individuals with personal or business ties to a primary subject or entity, who may jointly hold or manage financial instruments, co-own assets, or facilitate transactions. By leveraging trust and proximity, they can obscure beneficial ownership and complicate AML/CFT controls, serving as potential conduits for illicit financial flows.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0010"",
    ""url"": ""https://framework.amltrix.com/actors/AT0010""
  }
]",AT0010,https://framework.amltrix.com/actors/AT0010
x-amltrix-actor--638f917c-b902-48fc-b50a-bdba9c5a1561,x-amltrix-actor,Real Estate Professional,"Individuals or entities engaged in real estate transactions, including brokerage, agency, property management, leasing, or development. They often work with financial institutions (e.g., for mortgages or escrow services) and coordinate among buyers, sellers, and other stakeholders in property dealings.","Real estate professionals act as key gatekeepers in property transactions and coordinate with financial institutions, presenting elevated AML/CFT vulnerabilities due to their handling of significant funds and potential exposure to illicit proceeds laundered through real property assets.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0011"",
    ""url"": ""https://framework.amltrix.com/actors/AT0011""
  }
]",AT0011,https://framework.amltrix.com/actors/AT0011
x-amltrix-actor--2d4ca224-fffd-4348-9e14-abf88f62a309,x-amltrix-actor,Business Entity,"An organization formed to engage in commercial, industrial, or professional activities, recognized as a separate legal structure from its owners or members. Such entities can own assets, incur liabilities, and enter into contracts in their own name. This category encompasses organizations of all sizes and industries, including manufacturing, construction, entertainment, and other commercial sectors.","Business entities, as legally separate structures with the capacity to hold assets, incur liabilities, and conduct transactions in their own names, can be exploited to conceal illicit funds or obscure ultimate beneficial ownership. Their broad commercial scope and legal autonomy make them an essential focus in adversarial threat modeling and AML/CFT risk assessments.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0050"",
    ""url"": ""https://framework.amltrix.com/actors/AT0050""
  }
]",AT0050,https://framework.amltrix.com/actors/AT0050
x-amltrix-actor--c5526c64-459c-4248-89f4-216e89dd4192,x-amltrix-actor,Foreign Terrorist Fighter,An individual who travels from their home country to join or support terrorist or extremist organizations in foreign conflict areas.,"Foreign Terrorist Fighters are individuals who travel from their home countries to conflict zones to join or assist terrorist organizations, posing substantial AML/CFT threats by leveraging illicit or opaque funding channels to facilitate extremist operations. They often exploit cross-border vulnerabilities and informal transfer networks to launder funds and direct financial support to designated terrorist entities.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0012"",
    ""url"": ""https://framework.amltrix.com/actors/AT0012""
  }
]",AT0012,https://framework.amltrix.com/actors/AT0012
x-amltrix-actor--37c576b6-bf34-42a6-891d-d86730afa7dc,x-amltrix-actor,Financier,"An individual or entity that provides or arranges capital for ventures or investments, typically in exchange for profit or strategic advantages.","Financiers are individuals or entities that supply or manage capital for various ventures, posing heightened AML/CFT risks by potentially enabling the layering or integration of illicit funds if due diligence and beneficial ownership checks are insufficient. They can facilitate adversarial threats through structuring complex financial instruments or cross-border transactions that obscure the source and flow of funds.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0013"",
    ""url"": ""https://framework.amltrix.com/actors/AT0013""
  }
]",AT0013,https://framework.amltrix.com/actors/AT0013
x-amltrix-actor--d4712425-f589-444a-bdc3-c9faaa8cfe0d,x-amltrix-actor,Drug Trafficker,"Individuals or groups involved in the unlawful production, distribution, or sale of controlled substances, generating illicit proceeds through narcotics-related offenses.","Drug traffickers engage in the illicit production, distribution, and sale of controlled substances, generating and laundering significant proceeds through clandestine financial channels. They represent a high-risk adversarial threat, exploiting transnational networks and sophisticated techniques to evade AML/CFT controls.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0015"",
    ""url"": ""https://framework.amltrix.com/actors/AT0015""
  }
]",AT0015,https://framework.amltrix.com/actors/AT0015
x-amltrix-actor--c704752d-a683-497c-90e0-d44454bea272,x-amltrix-actor,Pawnshop Operator,"Individuals or businesses offering short-term loans secured by personal property, holding items as collateral until repayment or forfeiture. They typically operate on a local or community basis.","Pawnshop operators provide short-term, collateral-based lending in local settings, creating potential vulnerabilities where valuable, often difficult-to-trace items can be exploited to move or obscure illicit funds. Their handling of personal property as security necessitates enhanced vigilance and due diligence to mitigate money laundering and terrorism financing risks.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0016"",
    ""url"": ""https://framework.amltrix.com/actors/AT0016""
  }
]",AT0016,https://framework.amltrix.com/actors/AT0016
x-amltrix-actor--6b7cd990-9424-4f74-a258-d7560fb64c7c,x-amltrix-actor,Illicit Operator,"An individual or group engaged in illegal activities that generate unlawful proceeds from a wide range of predicate offenses, such as fraud, corruption, cybercrime, or smuggling.","An Illicit Operator conducts diverse predicate offenses (e.g., fraud, corruption, cybercrime, smuggling) that generate unlawful proceeds, creating significant vulnerabilities in the financial system. They employ sophisticated money laundering techniques to integrate illicit funds, thereby posing a heightened AML/CFT risk.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0052"",
    ""url"": ""https://framework.amltrix.com/actors/AT0052""
  }
]",AT0052,https://framework.amltrix.com/actors/AT0052
x-amltrix-actor--915082fb-c51c-4b0b-aa03-68b6cb5e7efd,x-amltrix-actor,Correspondent Bank,"Banks that provide cross-border financial services—such as clearing, wire transfers, or foreign exchange—to other financial institutions (respondent banks) to facilitate international transactions.","Correspondent banks serve as critical cross-border intermediaries, providing clearing, wire transfer, and foreign exchange services to respondent institutions. This role exposes them to elevated AML/CFT vulnerabilities due to potential misuse of their infrastructure for illicit financing and money laundering activities.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0017"",
    ""url"": ""https://framework.amltrix.com/actors/AT0017""
  }
]",AT0017,https://framework.amltrix.com/actors/AT0017
x-amltrix-actor--cacc5fcc-2e4c-487d-96e7-212aa46ffd30,x-amltrix-actor,Wildlife Trafficker,"Individuals or groups involved in the illegal trade of protected animals or wildlife products, generating illicit proceeds.","Wildlife traffickers engage in the illicit trade of endangered species and wildlife products, using clandestine networks and complex financial flows to generate and launder criminal proceeds. Their cross-border operations pose considerable AML/CFT threats through corruption, transnational organized crime ties, and the concealment of illicit profits.",2025-04-02T13:25:50.561645+00:00,2025-04-02T13:25:50.561645+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""AT0018"",
    ""url"": ""https://framework.amltrix.com/actors/AT0018""
  }
]",AT0018,https://framework.amltrix.com/actors/AT0018
