STIX ID,Type,Technique Name,Description,Short Description,Created,Modified,spec_version,Is Subtechnique,Parent Technique,Aliases,External References,External ID,URL
attack-pattern--d62106fe-beff-4199-a91d-eb28bb2743ca,attack-pattern,Tampering with Financial Records,"Individuals—whether complicit insiders or external attackers—gain unauthorized access to financial systems, databases, or archives to alter, erase, or falsify official records. This may involve using malware or insider privileges to modify transaction logs, account histories, or physical documentation. Corrupting the integrity of these records makes it far more difficult for auditors and law enforcement to trace illicit fund flows or reconstruct the true sequence of transactions. Criminals can manipulate official financial statements by inflating or deflating figures to disguise revenue or conceal fraudulent activity . They may also introduce inaccurate or falsified data when declaring exports or goods, exploiting inadequate oversight and weak auditing processes . In trade-based money laundering, such tampering often takes the form of misrepresenting prices, quantities, or product quality on invoices and other records . Additionally, insufficient data security can enable attackers to infiltrate critical systems and manipulate digital records, underscoring the need for robust protections against unauthorized alterations .","Adversaries may clandestinely alter transaction logs, account histories, or invoices to obscure illicit fund flows and undermine auditors’ ability to reconstruct true financial activities. By misrepresenting prices, quantities, or revenue figures—and often exploiting insider privileges or malware—they typically exploit weak oversight to evade detection and facilitate ongoing money laundering schemes.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Record Tampering,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0093"",
    ""url"": ""https://framework.amltrix.com/techniques/T0093""
  }
]",T0093,https://framework.amltrix.com/techniques/T0093
attack-pattern--e88494c2-d38f-4386-9322-f14e14ba2410,attack-pattern,Sports Sponsorship,"Criminals launder funds by funneling money through club sponsorships or exploiting player image rights. Thanks to the global and financially complex nature of sports, large sums can move quickly between jurisdictions, intermixing legitimately documented transactions with hidden transfers. By structuring sponsorship agreements or image-rights payments, they can conceal the origin of illicit funds behind legitimate sports-related revenue streams. 

Where sponsors’ backgrounds are not thoroughly checked, corrupt actors can use club sponsorships and advertising deals as gateways to channel illicit capital into seemingly legitimate business structures . Meanwhile, image-rights contracts may be routed through multiple entities, sometimes offshore, making it difficult for authorities to track beneficial owners or identify the true source of funds . These layers, combined with the self-regulated nature of many sports organizations, enable criminals to bypass standard AML controls and add complexity when investigators attempt to follow suspicious transactions.","Launderers typically exploit club sponsorships, and player image-rights deals to obscure the origins of illicit funds, leveraging cross-border transfers, complex contractual arrangements, and the self-regulated nature of many sports organizations. By interspersing criminal proceeds among legitimate transactions, they complicate beneficial ownership tracing and frustrate AML/CFT oversight.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0129"",
    ""url"": ""https://framework.amltrix.com/techniques/T0129""
  }
]",T0129,https://framework.amltrix.com/techniques/T0129
attack-pattern--c7ac28b4-9a99-4aaa-a363-b119677380a0,attack-pattern,Insurance Annuities,"Criminals exploit annuity contracts by depositing illicit funds in lump sums or structured premium payments, sometimes through overfunding or involving third parties who have no clear relationship to the policyholder . They then request partial withdrawals, policy loans, or early redemptions that appear as routine investment proceeds, thereby obscuring the illicit source . Layering is further achieved by repeatedly transferring or surrendering policies—sometimes during cooling-off periods—or assigning them to nominee beneficiaries, making it difficult to trace actual ownership . The use of secrecy-friendly jurisdictions and complicit brokers compounds this concealment, ultimately converting illicit cash into seemingly legitimate annuity-based income streams.","Adversaries typically exploit insurance annuities by depositing illicit funds in lump sums or structured premium payments, then obscuring their origin through partial withdrawals, policy loans, or repeated transfers—often facilitated by complicit brokers and secrecy-friendly jurisdictions—thereby converting illicit gains into ostensibly legitimate annuity-based income streams.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0087"",
    ""url"": ""https://framework.amltrix.com/techniques/T0087""
  }
]",T0087,https://framework.amltrix.com/techniques/T0087
attack-pattern--0f6dd2c5-d637-4f38-80bd-6130cc83fff5,attack-pattern,Sanctions Evasion,"Sanctions evasion involves deliberately circumventing trade and financial restrictions by exploiting vulnerabilities in oversight frameworks. This practice not only sidesteps prohibited dealings with restricted entities or jurisdictions, but also generates illicit proceeds that qualify as a predicate offense for money laundering . Adversaries typically hide the true origin or destination of funds tied to sanctioned parties by creating complex networks of shell or front companies, using intermediary accounts, and forging documentation to obscure ownership relationships . They may route transactions through permissive jurisdictions with weak supervision or insufficient enforcement of export controls, sometimes taking cues from other sanctioned regimes’ methods . Trade-based mechanisms—often involving over- or under-invoicing—further help launder proceeds by embedding them in legitimate commercial flows . In the real estate sector, both residential and commercial properties can be purchased under intricate corporate structures to avoid detection and bypass screening . Service providers such as lawyers, accountants, trust and company formation agents, and even money service businesses are also exploited, given their potential to mask beneficial ownership and facilitate undisclosed cross-border transfers . More recently, illicit actors have relied on digital assets and stablecoins, leveraging cryptocurrency mixers or unregulated exchanges to move value beyond the reach of sanctions authorities . Certain national authorities now mandate specialized reporting for suspected sanctions evasion, underscoring its critical role as both an enforcement priority and an AML risk .

**Important Note:**
In this money laundering knowledge graph, sanctions evasion is deliberately defined in a limited scope as prohibited dealings with restricted entities or jurisdictions to generate illicit proceeds that qualify as a predicate offense for money laundering. This definition does not encompass the full range of sanctions evasion activities, as we intend to develop a separate matrix that outlines distinct tactical objectives and specific techniques used to achieve them.","Adversaries typically exploit sanctions evasion by circumventing trade and financial restrictions to transact with restricted entities or jurisdictions, generating illicit proceeds that are then laundered to mask their criminal origin.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Circumvention of Embargoes; Bypassing Restrictive Measures; Evasion of Designated Prohibitions,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0141"",
    ""url"": ""https://framework.amltrix.com/techniques/T0141""
  }
]",T0141,https://framework.amltrix.com/techniques/T0141
attack-pattern--aaee438d-8a58-4609-ac27-aed23d3a3e76,attack-pattern,Drug Trade,"This activity involves the manufacture, distribution, and sale of controlled substances, generating significant illicit proceeds that qualify as a predicate offense for money laundering . Criminal enterprises may source both specialized precursors and production equipment from legitimate chemical and pharmaceutical sectors, then divert these inputs into large-scale illicit manufacturing of narcotics . Brandished by transnational organized crime groups and smaller syndicates alike, drug trade operations increasingly feature clandestine or decentralized production sites, which exploit gaps in regulation and oversight to secure chemicals, pill presses, or other manufacturing resources . Post-production, the finished drugs move through distribution networks spanning multiple jurisdictions, often concealed among legitimate trade and transport channels . Actors involved leverage professional money launderers, funnel accounts, trade-based schemes, and cash-intensive businesses to obscure the origin of funds. They also exploit new digital payment platforms, particularly where supervision is weaker, to transfer value seamlessly and distance themselves from detection . The resulting illicit networks intertwine with multiple financial services and frequently rely on corrupted intermediaries or shell/front entities for layering and integration of drug proceeds. Law enforcement often struggles to mount simultaneous financial investigations alongside drug interdictions, creating gaps that allow larger criminal manufacturing operations to refine and expand .","Adversaries may engage in drug trafficking by producing, distributing, and selling illegal drugs, subsequently laundering the proceeds through various channels such as front companies or cash-based businesses, to obscure the illicit origins and integrate them with legitimate income.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Drug Trafficking,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0142"",
    ""url"": ""https://framework.amltrix.com/techniques/T0142""
  }
]",T0142,https://framework.amltrix.com/techniques/T0142
attack-pattern--a9f89d7d-8f03-4770-8895-1261b87f6377,attack-pattern,Informal Micro-Finance Schemes,"Criminals exploit loosely regulated rotating savings and credit associations (ROSCAs), tontines, or similar informal micro-finance setups to conceal illicit funds. By pooling illegal cash with legitimate contributions from other participants, they mask the true origin. Due to minimal formal oversight and recordkeeping in these communal arrangements, detection and monitoring are harder. In many jurisdictions, these community-based schemes present vulnerabilities similar to smaller remittance channels lacking robust AML controls, allowing criminals to move illicit funds while obscuring the true contributors . Participants often rely on shared language and strong trust-based relationships, further reducing transparency and enabling adversaries to circumvent standard due diligence checks . Ultimately, payouts or lump-sum distributions are moved into legitimate channels or invested in assets such as real estate, allowing illicit proceeds to re-enter the formal financial system disguised as normal group disbursements. This blending of illicit and genuine funds complicates tracing efforts and underscores the vulnerability of these informal micro-finance structures to money laundering activities.","Adversaries typically exploit informal micro-finance schemes by co-mingling illicit proceeds with legitimate participant contributions in low-oversight communal pools, allowing them to bypass standard due diligence and obscure the true origin of funds. They then reintroduce the aggregated money into formal channels—often as lump-sum payouts or property investments—thereby disguising illegal proceeds as legitimate disbursements.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Informal Savings Group; Rotating Savings and Credit Associations (ROSCAs); Informal Micro-Finance Schemes; ROSCAs and Tontines,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0096"",
    ""url"": ""https://framework.amltrix.com/techniques/T0096""
  }
]",T0096,https://framework.amltrix.com/techniques/T0096
attack-pattern--65121ad7-3b52-45f9-a90a-94f77f040be3,attack-pattern,Darknet Marketplace Transactions,"Illicit goods and services are bought or sold via darknet markets, often accessed through Tor-based hidden platforms that enable pseudonymous or false identities . Transactions primarily use cryptocurrencies with anonymity-enhancing features, limiting visibility into buyer and seller identities or the flow of funds. Criminals commonly layer these proceeds by transferring them across multiple e-wallets, decentralized exchange platforms, and cross-chain bridges, creating complex patterns that obscure their origins [314, 1261]. The speed and cross-border nature of cryptocurrency transactions further complicate tracing efforts and hinder AML or law enforcement visibility.","Adversaries typically exploit Tor-based darknet marketplaces and anonymity-focused cryptocurrencies to conduct illicit transactions, layering proceeds across multiple e-wallets, decentralized exchanges, and cross-chain bridges to obscure the funds’ origin and hinder AML tracing.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Darknet Trade; Darknet Marketplace; Dark Web Market; Underground Online Trade,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0100"",
    ""url"": ""https://framework.amltrix.com/techniques/T0100""
  }
]",T0100,https://framework.amltrix.com/techniques/T0100
attack-pattern--9a6059e9-8388-48a8-b912-32f5b68e709e,attack-pattern,Fictitious Creditors,"Criminals invent phony liabilities in a company’s books, recording fraudulent ‘payables’ as if owed to purported suppliers or creditors, thereby disguising illicit outflows as ordinary business expenses. By falsifying invoices or contractual obligations, they embed layers of deception into corporate records, obscuring the origin and destination of laundered proceeds. Often, bogus delivery notes and invoices are used not only to justify these fabricated payables but also to secure financing from financial institutions . In some schemes, nonexistent obligations involve no goods or services delivered , while others rely on ghost vendors that exist only on paper . Repeated line items or overpayments to sham creditors can further signal duplicate or false invoices . These manipulations exploit routine payables processes and hamper detection, enabling complex layering under the guise of legitimate expenses.","Launderers may insert phantom creditors into corporate ledgers by fabricating payables and invoices, disguising illicit outflows as ordinary expenses and complicating detection. This manipulation of routine payables processes enables layered laundering under the veneer of legitimate transactions.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Fake Creditors,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0103"",
    ""url"": ""https://framework.amltrix.com/techniques/T0103""
  }
]",T0103,https://framework.amltrix.com/techniques/T0103
attack-pattern--07c5e1a4-f6ac-4af3-b9b1-778342b6a29c,attack-pattern,Correspondent Banking,"Financial institutions commonly rely on a correspondent bank to process cross-border payments while assuming the respondent bank has implemented effective AML controls. Criminals exploit this assumption by routing illicit proceeds through the respondent’s weaker or unverified checks, creating a conduit for laundering and bypassing direct scrutiny . When the correspondent fails to perform independent screening of downstream clients—especially if the respondent is in a high-risk or poorly regulated jurisdiction—this vulnerability becomes more acute. As a result, illicit funds flow undetected into the international financial system, capitalizing on the correspondent bank’s trust in the respondent’s oversight .","Launderers may exploit minimal due diligence in correspondent banking relationships by channeling illicit proceeds through respondent banks in high-risk or weakly regulated jurisdictions, thereby evading direct scrutiny. They capitalize on the correspondent’s assumption of strong AML controls at the respondent level, allowing illicit funds to flow undetected into the international financial system.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Transactions Without CDD; Passing Transactions Without Client Verification,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0104"",
    ""url"": ""https://framework.amltrix.com/techniques/T0104""
  }
]",T0104,https://framework.amltrix.com/techniques/T0104
attack-pattern--8a7f9804-5b38-48c4-b417-c1da229aeea5,attack-pattern,Shell Companies,"Shell companies are nominal or non-operational business entities that exist primarily on paper, often lacking substantial assets or a genuine physical presence . They typically employ opaque ownership structures with nominee directors, fictitious shareholders, or straw men to conceal true beneficial ownership and complicate investigations. In many cases, criminals register these entities in secrecy-friendly jurisdictions or purchase them as pre-registered “shelf” companies, thereby rapidly presenting an established business façade . By routing transactions through multiple shell companies—often spread across different countries—adversaries create convoluted paper trails that obscure controlling parties . Some shells also function as trade-based import/export firms with fabricated invoices to enable cross-border layering and transnational fund movement . Professional enablers, including corporate service providers and advisors, frequently facilitate the formation and management of these structures, enhancing criminal networks’ ability to launder illicit proceeds across multiple jurisdictions .","Launderers commonly exploit shell companies by employing opaque ownership structures, nominee directors, and secrecy-friendly registrations to obscure beneficial ownership and create convoluted transaction layers, thereby facilitating cross-border movement of illicit funds and hindering AML/CFT efforts.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Shell Corporations; Paper Companies; Shell Entities,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0001"",
    ""url"": ""https://framework.amltrix.com/techniques/T0001""
  }
]",T0001,https://framework.amltrix.com/techniques/T0001
attack-pattern--4050426c-051c-4307-90b6-a705898e6d56,attack-pattern,Bonded Warehouses,"Criminals use customs-approved bonded warehouses to conceal initial and ongoing money flows by mixing illegal and legitimate goods or misrepresenting shipments . These special facilities often impose reduced duties or allow goods to remain under customs supervision for extended periods, obscuring true ownership, valuation, and end destinations. By adding layers of transactional complexity and minimal on-site oversight, criminals frustrate auditing efforts and hamper the tracking of beneficial owners. They may swap high-tariff items with lower-tariff items, forge or repeatedly amend shipping documents, and re-label or repackage contraband goods (such as alcohol or tobacco) to evade duties and external scrutiny . Additionally, precious commodities (for example, raw diamonds) can be stored with forged certifications in these warehouses, allowing launderers to layer transactions and disguise the final sale or brokerage of illegally sourced assets . Criminal syndicates have also used bonded warehouses located near exit borders to funnel high-demand illicit products like cigarettes into black markets, further complicating regulatory oversight .","Criminals typically exploit bonded warehouses to obscure illicit trade and beneficial ownership by intermixing illegal and legitimate consignments, illicitly amending shipping documents, and exploiting reduced duties or extended customs supervision to layer transactions and complicate regulatory oversight.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0112"",
    ""url"": ""https://framework.amltrix.com/techniques/T0112""
  }
]",T0112,https://framework.amltrix.com/techniques/T0112
attack-pattern--798bcb80-0b65-4f29-a505-065c066b628f,attack-pattern,Privacy Coins,"Privacy-focused cryptocurrencies (e.g., Monero, Zcash, or Dash in certain modes) use advanced cryptographic features (ring signatures, zero-knowledge proofs, stealth addresses) to conceal transaction details and significantly hinder chain analysis . Criminals leverage these enhanced anonymity mechanisms to layer illicit funds, often circumventing external mixers by moving assets from mainstream cryptocurrencies into privacy coins, then rapidly cycling them through multiple wallets or exchanges . In many cases, they exploit unlicensed or poorly regulated platforms that offer privacy coin trading, enabling them to avoid standard KYC requirements and obscure the true source or destination of transactions . By masking inputs, outputs, and wallet connections, privacy coins complicate investigators’ ability to trace digital asset flows and remain a favored tool for hard-to-track laundering at scale.","Launderers may exploit the advanced cryptographic functions of privacy coins to obfuscate transaction data, rapidly layer illicit funds through multiple wallets or lightly regulated exchanges, and circumvent KYC controls, thereby complicating investigators’ ability to trace and attribute illicit digital asset flows.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0116"",
    ""url"": ""https://framework.amltrix.com/techniques/T0116""
  }
]",T0116,https://framework.amltrix.com/techniques/T0116
attack-pattern--57f4c900-386c-482c-a972-ec5d957a3eaa,attack-pattern,Carbon Credit Trading,"Criminals purchase and sell carbon credits in jurisdictions with lax or fragmented oversight, exploiting complex brokerage arrangements and special-purpose vehicles to move illicit funds rapidly across borders . The intangible nature of carbon credits and the lack of harmonized regulations create loopholes that enable advanced layering and tax fraud, such as carousel schemes designed to evade VAT on a grand scale . Multiple investigations in Europe, including in the United Kingdom, Belgium, and Spain, have revealed how organized groups pocket substantial revenue from fraudulent carbon credit transfers and channel proceeds into luxury assets or offshore accounts . In some instances, Hong Kong-based shell entities have been used to receive and launder these proceeds, underscoring the cross-border vulnerabilities associated with carbon credit trading . The novelty of carbon markets, combined with inconsistent AML controls, often impedes thorough scrutiny and hinders the tracing of suspicious money flows by investigators .","Launderers often exploit the intangible nature of carbon credits and inconsistent AML/CFT controls to conceal illicit funds across jurisdictions via complex brokerage arrangements and special-purpose vehicles. They frequently engage in advanced layering and carousel schemes to evade value-added tax, funneling fraudulent proceeds into luxury assets or offshore accounts.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Carbon Emissions Market Laundering,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0118"",
    ""url"": ""https://framework.amltrix.com/techniques/T0118""
  }
]",T0118,https://framework.amltrix.com/techniques/T0118
attack-pattern--f59b0f22-833b-4599-b006-b3415c0ae927,attack-pattern,Domestic Bulk Cash Delivery,"Domestic Bulk Cash Delivery involves transporting large sums of illicit physical currency entirely within national borders to avoid the scrutiny usually associated with cross-border activity. Criminals often rely on large-denomination banknotes to reduce physical bulk and then move these funds through private couriers, personal vehicles, or even commercial transports with minimal visibility . Once relocated, the proceeds are deposited or exchanged in amounts specifically structured to fall below mandated reporting thresholds, exploiting weaker monitoring of in-country cash movements compared to international transfers . Financial institutions must remain vigilant toward the source and purpose of large domestic cash flows, as similar risks and vulnerabilities can arise just as in cross-border scenarios, particularly when compliance standards vary regionally within the same jurisdiction . Through these layering and sub-threshold deposits, criminals evade immediate suspicion and ultimately integrate illicit funds into the financial system with fewer obstacles.","Launderers may exploit Domestic Bulk Cash Delivery by transporting large, high-denomination currency entirely within a single jurisdiction through inconspicuous means, then funneling it into the financial system in structured amounts below reporting thresholds. This tactic leverages weaker in-country monitoring protocols compared to cross-border activity, facilitating the layering and ultimate integration of illicit proceeds.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Domestic Cash Movements,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0119"",
    ""url"": ""https://framework.amltrix.com/techniques/T0119""
  }
]",T0119,https://framework.amltrix.com/techniques/T0119
attack-pattern--323bc544-faa6-4d62-b7a5-3fbe58230949,attack-pattern,Cross-Border Payment Routing,"Criminals systematically move illicit proceeds through multiple jurisdictions with uneven AML enforcement, leveraging the partial or delayed adoption of standardized data identifiers (such as LEIs in ISO 20022 payment messages) to camouflage transactions and hinder detection . They exploit the limited coordination or inconsistent cross-border declarations and disclosures in certain jurisdictions, further complicating intelligence gathering and oversight . In many cases, offenders also take advantage of border authorities’ limited visibility or capacity in high-risk or conflict-prone regions, using cash smuggling and other physical handoffs to introduce additional layers of anonymity . By selecting specific intermediary banks or payment corridors with weaker controls, they obscure the funds’ original source, minimize overall transparency, and obstruct investigators’ ability to follow the transaction chain. These routing methods often coincide with layering tactics and can be combined with agent-based facilitation, thereby fragmenting oversight across multiple regulators and creating blind spots in enforcement. Criminals also capitalize on the uneven adoption of enhanced data standards—such as beneficial-ownership fields—to evade consistent monitoring within the varied ecosystems of global financial messaging.","Launderers typically exploit cross-border payment routing by moving illicit proceeds through jurisdictions with uneven AML controls and leveraging delayed adoption of data standards to mask beneficial ownership and transaction origin. They further obscure detection by choosing intermediary banks or high-risk corridors with weaker oversight, often interspersing physical smuggling or agent-based facilitation to fragment regulatory scrutiny.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Cross-Border Payments Divergence,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0121"",
    ""url"": ""https://framework.amltrix.com/techniques/T0121""
  }
]",T0121,https://framework.amltrix.com/techniques/T0121
attack-pattern--d0be6cf6-d451-4b49-bc35-be680cbca264,attack-pattern,Manipulation of Financial Records,"Criminals falsify or adjust financial records, including accounting entries, invoices, or transaction timestamps, to disguise illicit fund flows . By under- or over-invoicing and generating fictitious revenue entries, they embed unlawful proceeds within official business activity . Repetitive manipulations, sometimes enabled by pliant accountants to cook the books, complicate reconciliation of actual cash movements with ledger records . The exploitation of corporate structures, such as limited liability companies, further facilitates false liability shifts and the incremental integration of criminal proceeds into legitimate revenue streams .","Adversaries typically exploit accrual manipulation by shifting or reclassifying liabilities and income to camouflage true cash flows, weaving illicit proceeds into ostensibly legitimate corporate revenues. This impedes AML controls and frustrates reconciliation efforts, as falsified accounting practices obscure the origin and movement of illegal funds.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Accounting Manipulation; Manipulation of Financial Records,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0050"",
    ""url"": ""https://framework.amltrix.com/techniques/T0050""
  }
]",T0050,https://framework.amltrix.com/techniques/T0050
attack-pattern--da47f73b-d03b-4012-a354-9f4a747d8791,attack-pattern,Extortion,"Extortion involves obtaining money or other assets from individuals or entities through threats, intimidation, or coercion, creating a compelling need for subsequent laundering steps such as placement or layering. Criminals often commingle these coerced funds with legitimate proceeds or funnel them through front businesses—like hospitality venues or commercial retail operations—to mask their origin. In some regions, organized crime syndicates earn substantial revenue through recurring protection rackets; for instance, Italian mafia networks reportedly generated around €9 billion from such activities in 2009 alone . These schemes may also be adopted by paramilitary or extremist organizations, forcibly collecting regular “fees” from local businesses or diaspora communities to finance their operations, then introducing the proceeds into seemingly legitimate channels . Common indicators include recurring high-value cash deposits with no clear business rationale, suspicious payment descriptions (e.g., “forced donation”), or abrupt funds transfers into intermediary accounts immediately following collection, all signifying a potential attempt to conceal coerced payments.

Because the income is linked to violence or coercion, extortion raises AML/CFT vulnerabilities and is recognized as a common predicate offense for organized crime .","Adversaries typically exploit extortion by forcibly collecting funds from targeted victims—via threats or coercion—and rapidly integrating the resulting proceeds into seemingly legitimate channels, often commingling them with lawful earnings or funneling them through front businesses to obscure the coerced origin.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Extortion-Based Fundraising; Coersive Fundraising,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0049"",
    ""url"": ""https://framework.amltrix.com/techniques/T0049""
  }
]",T0049,https://framework.amltrix.com/techniques/T0049
attack-pattern--72546535-cf3f-4958-821d-91d0a2a17644,attack-pattern,Commodity-based Trade Transactions,"Criminals exploit a wide range of commodities (e.g., metals, agricultural goods, energy resources) to launder illicit proceeds by manipulating invoices, routing shipments through multiple jurisdictions, and relying on unrelated third-party payments . Typical methods include sending goods to free trade zones under falsified or amended documentation, under- or over-pricing them, and concealing ultimate beneficial owners behind shell firms or multi-party structures. Investigations frequently reveal inconsistent shipping documents, changes to intended routes or quantities, and letters of credit amendments lacking clear economic rationale . Such practices repeatedly distort commodity values, obscure the audit trail, and impede oversight. Criminals also target high-risk products, such as food items, garments, chemicals, or capital machinery, especially where regulatory scrutiny is limited . They will readily shift to any exploitable commodity or trade channel if they perceive a vulnerability .","Launderers typically exploit commodity-based trade transactions by falsifying shipping documents, under- or over-pricing goods, and concealing ultimate beneficial owners behind shell firms, thus distorting values and hindering oversight. Adversaries frequently route shipments through free trade zones or multiple jurisdictions and rely on unrelated third-party payments, especially with high-risk commodities where regulatory scrutiny is weak.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Commodity Exploitation in Trade-Based Transactions,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0125"",
    ""url"": ""https://framework.amltrix.com/techniques/T0125""
  }
]",T0125,https://framework.amltrix.com/techniques/T0125
attack-pattern--1d2280bf-de76-4cbd-90d6-0db53aca62c1,attack-pattern,Cryptocurrency Investment,"Illicit proceeds are funneled into cryptocurrencies as an investment strategy, leveraging the pseudonymous qualities of digital assets to evade detection. Criminals frequently disperse funds across multiple exchanges and personal or external wallets, sometimes employing privacy wallets and mixing protocols (such as CoinJoin) to further obfuscate beneficial ownership . These ongoing trades and cross-wallet transfers create an extended layering effect, hindering law enforcement’s ability to link assets to the original offense. Some actors also use chain-peeling techniques to move cryptoassets progressively across new addresses, complicating investigations . Repeated reinvestment into various cryptocurrencies—often through high-risk or unregulated platforms—adds further transactional complexity, distancing the funds from the underlying crime.","Adversaries typically exploit the pseudonymous nature of cryptocurrencies by funneling illicit proceeds into multiple wallets and exchanges, using privacy protocols and chain-peeling strategies to obfuscate beneficial ownership. Through repeated reinvestment in various crypto platforms—often unregulated—launderers create extended layering that frustrates law enforcement’s ability to trace the original criminal funds.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0128"",
    ""url"": ""https://framework.amltrix.com/techniques/T0128""
  }
]",T0128,https://framework.amltrix.com/techniques/T0128
attack-pattern--e297767e-b974-4f1e-be65-1f8d243e6e66,attack-pattern,Corporate Structuring,"Criminals leverage legitimate business entities or complex corporate layers to mask the true source and ownership of illicit funds. By integrating suspect proceeds into day-to-day corporate transactions, they obscure the money trail behind multiple tiers of corporate relationships. This practice often exploits weak regulatory oversight or inconsistent corporate disclosure requirements across jurisdictions, capitalizing on gaps in business oversight and regulation. Research also shows that criminals may leverage weak corporate governance structures or manipulative accounting practices (for example, falsified fair value assessments) to disguise illicit income and conceal ultimate control of assets . In addition, sophisticated actors are known to register business entities across multiple regions, at times sharing addresses or management among these vehicles, to facilitate cross-border layering or sanctions evasion under the guise of normal corporate activity . Moreover, corporate vehicles characterized by anomalous or manipulated ownership structures are frequently exploited to further obscure money flows, enable false invoicing, or shield beneficial ownership behind multiple layers, complicating investigations .","Adversaries typically exploit layered corporate entities and interlocking business structures to mingle illicit proceeds with legitimate transactions, conceal beneficial ownership, and circumvent AML/CFT safeguards. They do so by registering entities across multiple jurisdictions, leveraging inconsistent disclosure requirements, and manipulating governance or accounting practices to obscure the true source of funds.",2025-04-02T13:25:45.254035+00:00,2025-04-02T13:25:45.254035+00:00,2.1,False,,Business Structure Concealment; Concealment Within Business Structures,"[
  {
    ""source_name"": ""amltrix-ml"",
    ""external_id"": ""T0130"",
    ""url"": ""https://framework.amltrix.com/techniques/T0130""
  }
]",T0130,https://framework.amltrix.com/techniques/T0130
