STIX ID,Type,Indicator Name,Description,x_amltrix_short_description,Created,Modified,spec_version,x_mitre_is_subtechnique,x_mitre_parent_ref,x_mitre_aliases,external_references,external_id,external_url
x-amltrix-indicator--f06c031b-dd9f-4f57-a143-684abefcdd58,x-amltrix-indicator,IND00006,"Use of decentralized mixers in conjunction with cross-chain bridging, showing on-chain routes that significantly reduce traceability.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--7af60684-bd28-4e0d-b66b-c2b9a7a4c892,x-amltrix-indicator,IND00007,Frequent or repeated changes to remittance routing instructions that cause discrepancies or unexpected increments in credited amounts.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--fa608edf-9737-4788-8f9d-c5758aa7b6c5,x-amltrix-indicator,IND01911,Engagement in trade transactions with high-risk jurisdictions or atypical ports known for past incidences of trade diversion or contraband.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--a2b355fc-5740-4de6-b081-594f76911767,x-amltrix-indicator,IND00008,"Highly structured transactions executed through mobile payment platforms, with amounts deliberately kept just below regulatory reporting thresholds.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--c114234b-50b9-4f7c-a900-34fe978da413,x-amltrix-indicator,IND00009,"Discrepancies between the geographic location data (e.g., IP addresses or mobile geolocation) of mobile transactions and the registered address provided during account setup.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--c92b6133-5660-4b8c-9c4e-f3abc00d2418,x-amltrix-indicator,IND00010,Frequent changes in the ownership structure of businesses without clear economic rationale.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--869cce82-2ecc-474b-b3fa-58a81e34b915,x-amltrix-indicator,IND00011,Unusual or unexplained cash deposits inconsistent with known business activities or personal income.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--9311d1f6-2873-4b5e-a71e-4a3e1706c0db,x-amltrix-indicator,IND00012,Transactions to or from addresses publicly identified as belonging to mixing services.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--cc8d9fe7-aca3-4da6-bdbc-5ee610a48574,x-amltrix-indicator,IND00013,Consistent usage of anonymity-enhanced cryptocurrencies or privacy-focused features by a customer.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--53d51fb4-bc36-4ccc-8f19-8a13c349871d,x-amltrix-indicator,IND00053,"The company maintains minimal real business presence (e.g., virtual office, P.O. box) but processes high transaction volumes, inconsistent with legitimate consulting operations.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--aee80ef0-9029-4059-94f0-b9d7fd971486,x-amltrix-indicator,IND00014,Frequent deposit of physically altered or suspicious checks via remote deposit capture with mismatched payee or endorsement details.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--1df6ba98-c177-425f-8bac-6c3d63b7995a,x-amltrix-indicator,IND00015,"Rapid withdrawal or onward transfer of remotely deposited funds immediately after clearing, leaving minimal balances in the account.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--57ef0c04-f857-437f-bc8c-fe7c0a576a54,x-amltrix-indicator,IND00016,"Customer declines to provide standard business documentation or proof of tax filings during due diligence, claiming the enterprise operates informally.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--ba6d7ad2-32bf-4b42-a02c-c620504f86d5,x-amltrix-indicator,IND00017,Business repeatedly fails to produce invoices or receipts to support declared revenue when requested by compliance review teams.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--61153def-5c18-4eee-ae2f-51d82b4ddd93,x-amltrix-indicator,IND00018,"Multiple mobile wallet registrations from the same device or related device identifiers, indicating layered account usage.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--ff64ed16-e766-49fd-99cd-a6bbd5b6aff3,x-amltrix-indicator,IND00022,"Repeated issuance of invoices with unit prices or overall costs that exceed established industry or market benchmarks, with no valid documentation to justify the markup.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--e1d9fd64-9e02-4db4-905e-917cf6d2d42a,x-amltrix-indicator,IND00023,"Rapid, consecutive transactions with minimal holding periods in and out of privacy wallets indicate that funds are being quickly mixed and redistributed.",,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--4e604a79-beed-4af3-9607-c7a3fbdb406b,x-amltrix-indicator,IND00024,Multiple incoming transfers from unrelated external sources converging into a privacy wallet followed by dispersal to a variety of destinations signal the merging and shuffling of funds.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--54370a3e-9a88-49f2-bd45-450497f22d70,x-amltrix-indicator,IND00025,High volumes of digital assets routed through addresses associated with coin mixers or tumblers that deviate from the customer’s typical transactional patterns.,,2025-04-08T07:48:45.673531+00:00,2025-04-08T07:48:45.673531+00:00,2.1,False,,,,,
x-amltrix-indicator--0ef18acb-a622-481b-b426-73ab363ddeb5,x-amltrix-indicator,IND00026,"Repeated layering of transactions through privacy wallets, where funds are merged and re-distributed in multiple stages, creating complex patterns that obscure original sources and end recipients.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--5c99be36-8171-42d3-8947-31b98d597c46,x-amltrix-indicator,IND00054,"Rapid cash inflows are quickly followed by outgoing transfers, reflecting layering activity through fabricated advisory fee transactions.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--69242d3d-93ed-443d-9390-9f61a37d8e1d,x-amltrix-indicator,IND00055,"The firm repeatedly initiates short-term consulting engagements with unusual frequency, unaligned with typical industry practices, suggesting fabricated project generation.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--d4271e57-7dd0-478f-bfd3-3b06d6ee6ab8,x-amltrix-indicator,IND00027,Significant cash outflows described as wages remain unaligned with officially reported labor costs over the same period.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--dcff25c0-c13b-4573-a56f-ce6ce7b83cd7,x-amltrix-indicator,IND00028,Entity purports ongoing commercial activities yet is absent from official business registries or licensing databases in its stated jurisdiction.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--cda3eb56-54e0-4f39-935f-bb2b6455d9a2,x-amltrix-indicator,IND00029,Invoice line items indicating higher quantities or inflated unit costs compared to corresponding shipping or delivery records.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--5fd8324a-a2ff-4eee-861d-27226ad0f352,x-amltrix-indicator,IND00030,"Frequent last-minute revisions of originally agreed price terms to higher amounts, without any documented business rationale.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--a3f28830-bedc-42ce-a381-31f1601b1be6,x-amltrix-indicator,IND00031,"Payments regularly exceeding contracted or negotiated amounts, with no evidence of credit notes or refunds to reconcile the overpayment.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--40e31cc1-1396-40ef-bfbb-135d61177ba6,x-amltrix-indicator,IND00032,Addition of ambiguous 'service fees' or 'facilitation charges' that elevate total invoiced amounts well above prevailing industry benchmarks.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--493a32dd-cc74-4e47-b7d3-6b63d9df0685,x-amltrix-indicator,IND00033,"Multiple sets of invoices for the same transaction, each containing conflicting pricing data, with no documented justification for the discrepancies.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--a7a6fc65-7844-4d99-8f9f-bed1181eb938,x-amltrix-indicator,IND00034,Frequent invoice adjustments or credit notes issued among affiliated entities without transparent commercial justification.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--6c3e9b05-57fa-4409-9fb1-02519bfc076d,x-amltrix-indicator,IND00035,"Repeated reclassification of identical or similar goods under different product codes, causing abnormal fluctuations in declared import/export values.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--3b0ca19e-91ba-4185-88b0-99c55f762979,x-amltrix-indicator,IND00036,"Unjustifiably high or low royalty or management fees charged between related entities, misaligned with the group's overall financial performance or operational scale.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--6f21d072-8024-4552-984a-558f90fe4a45,x-amltrix-indicator,IND00065,"Accounting or tax advisory firm consistently endorses or prepares contradictory or incomplete financial statements, indicating potential complicity in underreporting earnings.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--9149260c-d172-4097-9a66-c427f389f4ad,x-amltrix-indicator,IND00040,"A corporate group employing multiple related entities in low-tax jurisdictions that issue invoices for intangible services, yet lack documented staffing or physical operations.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--01762546-8051-43f6-8cc2-da87b50e3976,x-amltrix-indicator,IND00041,A customer with no documented diamond industry background or relevant experience initiates large-scale diamond transactions without disclosing a verifiable source of funds.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--525e2dfd-7c9b-44ba-b274-f34cfd78cbf2,x-amltrix-indicator,IND00042,Use of multiple or frequently changing bank accounts to conduct transactions.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--1cdcaae4-d1d9-4eb1-a693-6b27e0f2896e,x-amltrix-indicator,IND00043,"Transactions involving multiple jurisdictions, especially those known for weak AML regulations.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--61791d5a-d3c2-4fb0-a0a3-503308105354,x-amltrix-indicator,IND00049,"Junket operators repeatedly cancel or postpone compliance audits or provide incomplete documentation, hindering oversight.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--29b766b7-e9a2-420b-8427-3ba408114b0d,x-amltrix-indicator,IND00050,Related entities relying exclusively on inter-company trade with minimal external clients or observable market presence.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--ff1822aa-efcb-40ff-8428-7fbac13e670f,x-amltrix-indicator,IND00051,"Inconsistent or contradictory transfer pricing documentation, including repeated amendments or missing cost breakdowns, noted during internal reviews.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--cdcb4add-fece-4043-9c5e-59419f79acca,x-amltrix-indicator,IND00052,"Rapid circular inter-company transactions among related entities with minimal time gaps and no substantiated commercial rationale, suggesting artificial shifting of funds or profits.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--02c26a51-d963-4c07-a38b-0605889c9aff,x-amltrix-indicator,IND00056,"Regular transfers of digital assets among multiple personal or external wallets without an identifiable economic purpose, effectively layering funds to obscure their source.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--fdb16d58-d8a7-4f44-98d6-cb7c64d8aa9d,x-amltrix-indicator,IND00057,"Repetitive reinvestment into various cryptocurrencies across multiple exchanges with negligible net gain or loss, concealing the ultimate end beneficiary.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--03b6dfbf-b29e-4c94-a588-3a5224e9d245,x-amltrix-indicator,IND00058,Unusually high number of chargebacks from customers located in jurisdictions known for lax AML regulations.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--efffb79a-7d6f-4a73-a798-85407f2663ea,x-amltrix-indicator,IND00066,"Frequent currency conversions executed within minutes on the instant exchange platform, with no documented commercial justification.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--56b87c74-6e54-43fa-9b9f-8e41e662b100,x-amltrix-indicator,IND00062,Significant discrepancies between amounts declared in official financial statements or tax returns and the actual cash inflows recorded in transaction logs.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--bebbaf22-33a4-46b0-b5e3-c92669c000cb,x-amltrix-indicator,IND00063,Declared export revenue significantly surpasses the company’s known operational capacity or historical performance without credible explanation.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--a04bf68b-3772-4175-bab2-692587232f9b,x-amltrix-indicator,IND00064,"Proceeds from export tax reimbursements are swiftly diverted into unrelated foreign accounts, lacking any clear business rationale.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--88b6a3ae-ba32-42ca-a37f-ec26c36292be,x-amltrix-indicator,IND00067,"Multiple quick swaps across fiat, cryptocurrency, and digital assets within a short timeframe, lacking a clear economic rationale.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--6c89dbd4-20a2-4d41-9fb5-d196643d8fd9,x-amltrix-indicator,IND00068,Repeated round-trip conversions where funds are exchanged back and forth among the same or similar assets without evident commercial purpose.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--ae0cf339-5cce-4d2e-8f7d-fa5c8bcdc672,x-amltrix-indicator,IND00069,"Instant exchange transactions conducted with minimal or missing KYC documentation, indicating reliance on weak customer due diligence controls.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--005ab461-eb9c-4b07-8412-2c55dae32d05,x-amltrix-indicator,IND00070,"Use of unregulated or high-risk cryptocurrency exchanges to deposit or withdraw funds, circumventing stricter KYC/AML requirements.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--7eacfd84-b526-471a-9fab-3fccb657be41,x-amltrix-indicator,IND00071,"Frequent cross-exchange transfers that deviate from typical trading patterns, making it difficult to trace the original source or final destination of funds.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--09869688-905f-4467-ae96-cc9378d07eee,x-amltrix-indicator,IND00072,Use of multiple credit cards by the same individual to initiate chargebacks.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--e8c2b024-a6af-4916-a531-96fd521bfefa,x-amltrix-indicator,IND00073,"Frequent NFT purchase and sale transactions occur within a short timeframe, with sale prices exceeding standard market references for similar digital assets.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--3c0777a1-48f8-4a0b-98a8-f91c9bb7a2bd,x-amltrix-indicator,IND00074,"Discrepancies among trade documents (invoices, bills of lading, shipping manifests) indicating mismatched cargo details, declared values, or shipping routes.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--c57a46bc-9294-44a4-b7d4-61ad592a4259,x-amltrix-indicator,IND00075,Re-routing of shipments through intermediary ports or unexpected transit points that deviate from standard or declared trade routes.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--99b29901-af7d-4ec9-948e-4676c9f42b3b,x-amltrix-indicator,IND00076,"Alterations in shipping documentation, including mislabeling of cargo, modification of cargo descriptions, weights, or declared values shortly before shipment.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--32d84d9b-f412-4699-ba28-1332965a0f68,x-amltrix-indicator,IND00077,Frequent last-minute changes to shipping routes or destination addresses that are inconsistent with the customer's normal trade profile.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--6c4d9c07-8b20-40ab-9c23-c80105f88c44,x-amltrix-indicator,IND00078,"Multiple seemingly unrelated wallets showing shared control or activity by the same beneficial owner, with rapid fund movements between them absent any commercial justification.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--037f710d-3a44-44d9-8a53-207273cc172d,x-amltrix-indicator,IND00079,"Foreign importer entity shows minimal operational footprint or verifiable presence, yet regularly pays significantly above-market prices for exported goods.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--dbfa3ca1-7e1f-46fe-9f78-3d188243e5d5,x-amltrix-indicator,IND00080,Export proceeds are routed through multiple third-party accounts not listed in shipping or invoice documentation without a clear legitimate reason.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--afca2c08-6362-4bfa-9211-9e06764c1bc9,x-amltrix-indicator,IND00081,Applicant’s digital identity documents exhibit metadata inconsistencies or evidence of image alteration upon automated verification.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--2168b935-ae74-4af5-83ea-659348a4281a,x-amltrix-indicator,IND02175,Customer has a history of purchasing and redeeming insurance products from multiple providers.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--1b224eb2-98c5-46a4-a209-d7f952c81e7b,x-amltrix-indicator,IND00082,"NFT transactions are priced well outside typical market norms for comparable assets, indicating artificially inflated or manipulated valuation.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--1d4169f9-4447-4659-b9cb-84d0ec3d30d1,x-amltrix-indicator,IND00083,"Frequent use of multiple, interconnected blockchain wallets for NFT transactions creates a fragmented chain-of-custody and conceals the transaction trail.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--ccae623b-4ba8-4eea-af22-7863bce6e9c7,x-amltrix-indicator,IND00084,"Frequent re-submission of identity documents by the same user within a short timeframe, each showing minor yet unexplained modifications to personal details.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--f4a2ea33-aeb9-4ccb-8228-ed63f4c7bf77,x-amltrix-indicator,IND00085,"Customer primarily uses anonymizing tools (e.g., VPNs, proxies) during remote onboarding, obscuring device or geolocation data.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--11e47eb6-da10-4c07-a2e9-09d0620cfb34,x-amltrix-indicator,IND00086,"Frequent post-transaction modifications to the stated purpose in transaction records, indicating possible revision of essential details after scrutiny.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--90dfa12a-4b1d-4dd1-93c9-b83307b2f476,x-amltrix-indicator,IND00087,"Large, unexplained deposits and capital injections into trading accounts that far exceed the client's declared income or wealth profile.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--a0c521ed-f456-4640-a294-180a98c11e9c,x-amltrix-indicator,IND00104,"Consistently high or low gambling outcomes that deviate significantly from expected statistical ranges, suggesting contrived transactions.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--4dbc17cf-d03f-4cdf-821e-0c64952f6d87,x-amltrix-indicator,IND00088,"Frequent reciprocal trades among a cluster of interconnected accounts, creating unusually high and artificial trading volumes.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--a2a83f0d-009c-4fa0-a75b-cfcbf2548aaa,x-amltrix-indicator,IND00089,Frequent or large transactions initiated by an individual who is neither the registered beneficial owner nor an officially recognized signatory on the account.,,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674111+00:00,2.1,False,,,,,
x-amltrix-indicator--8dd8a1b7-f7f6-4375-a527-18d4530132a1,x-amltrix-indicator,IND00090,"Systematic partial transfers of crypto assets to a series of newly generated addresses in a repetitive manner, commonly referred to as chain-peeling.",,2025-04-08T07:48:45.674111+00:00,2025-04-08T07:48:45.674760+00:00,2.1,False,,,,,
x-amltrix-indicator--4e274549-d915-4620-93c4-028a6d13147b,x-amltrix-indicator,IND00091,"Regular use of mixing protocols or coinjoin transactions linked to known privacy services, obfuscating transaction flows with no stated legitimate purpose.",,2025-04-08T07:48:45.674760+00:00,2025-04-08T07:48:45.674760+00:00,2.1,False,,,,,
